Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Guarará,MG,1,1,0,0,0,"3796,0",0,0,1,0,0,0,0,0,0,0,0,"342,72918861959954",,,"127,50263435194941",,,"1301,0","484,0"
Guarda-Mor,MG,0,1,0,1,0,"6580,0",0,0,1,0,0,0,0,0,0,0,0,"379,7872340425532","9,270516717325227",,"274,77203647416417","61,0",,"2499,0","1808,0"
Guaxupé,MG,1,1,0,0,0,"51917,0",0,0,1,0,0,0,0,0,0,0,0,"438,58466398289573","16,256717452857448",,"278,5792707590963","844,0",,"22770,0","14463,0"
Guidoval,MG,1,1,0,0,0,"7078,0",0,0,1,0,0,0,0,0,0,0,0,"399,12404634077427",,,"217,0104549307714",,,"2825,0","1536,0"
Guimarânia,MG,1,1,0,0,0,"8039,0",0,0,1,0,0,0,0,0,0,0,0,"368,20500062196794","44,0353277770867",,"260,9777335489489","354,0",,"2960,0","2098,0"
Guiricema,MG,1,1,0,0,0,"8392,0",0,0,1,0,0,0,0,0,0,0,0,"136,9161105815062",,"0,23832221163012393","103,90848427073402",,"2,0","1149,0","872,0"
Gurinhatã,MG,1,1,0,0,0,"5639,0",0,0,1,0,0,0,0,0,0,0,0,"223,79854584146125",,,"130,34225926582727",,,"1262,0","735,0"
Heliodora,MG,1,1,0,0,0,"6558,0",0,0,1,0,0,0,0,0,0,0,0,"291,094845989631",,,"161,63464470875266",,,"1909,0","1060,0"
Iapu,MG,1,1,0,0,0,"11004,0",0,0,1,0,0,0,0,0,0,0,0,"279,35296255906945",,,"167,93893129770993",,,"3074,0","1848,0"
Ibertioga,MG,1,1,0,0,0,"5021,0",0,0,1,0,0,0,0,0,0,0,0,"251,7426807408883",,,"153,55506871141205",,,"1264,0","771,0"
Ibiá,MG,1,0,0,0,0,"25199,0",0,0,0,0,0,0,0,0,0,0,0,"222,4294614865669","18,611849676574465",,"200,64288265407356","469,0",,"5605,0","5056,0"
Ibiaí,MG,0,1,0,0,0,"8395,0",0,0,1,0,0,0,0,0,0,0,0,"358,30851697438953","5,717689100655152",,"242,04883859440145","48,0",,"3008,0","2032,0"
Ibiracatu,MG,1,1,0,0,0,"5400,0",0,0,1,0,0,0,0,0,0,0,0,"201,85185185185188",,,"103,51851851851852",,,"1090,0","559,0"
Ibiraci,MG,1,1,0,0,0,"13828,0",0,0,1,0,0,0,0,0,0,0,0,"329,3317905698583","19,091698004049753",,"236,91061614116285","264,0",,"4554,0","3276,0"
Ibirité,MG,1,1,0,0,0,"180204,0",0,0,1,0,0,0,0,0,0,0,0,"420,8008701249695","0,01585425406761226",,"219,12943108921002","2,857",,"75830,0","39488,0"
Ibitiúra de Minas,MG,0,1,0,0,0,"3488,0",0,0,1,0,0,0,0,0,0,0,0,"276,66284403669727",,,"202,69495412844037",,,"965,0","707,0"
Icaraí de Minas,MG,0,1,0,0,0,"11990,0",0,0,1,0,0,0,0,0,0,0,0,"207,50625521267725","2,5020850708924103",,"149,79149291075896","30,0",,"2488,0","1796,0"
Igarapé,MG,1,1,0,0,0,"43045,0",0,0,1,0,0,0,0,0,0,0,0,"520,5018004413985","9,57137878963875",,"319,7351608781508","412,0",,"22405,0","13763,0"
Igaratinga,MG,0,1,0,0,0,"10860,0",0,0,1,0,0,0,0,0,0,0,0,"178,45303867403314",,,"115,37753222836096",,,"1938,0","1253,0"
Iguatama,MG,1,0,0,0,0,"7947,0",0,0,0,0,0,0,0,0,0,0,0,"187,36630174908768","9,437523593808985","0,5033345916698124","185,227129734491","75,0","4,0","1489,0","1472,0"
Ilicínea,MG,1,1,0,0,0,"12375,0",0,0,1,0,0,0,0,0,0,0,0,"293,73737373737373",,,"168,40404040404042",,,"3635,0","2084,0"
Imbé de Minas,MG,1,1,0,0,0,"6903,0",0,0,1,0,0,0,0,0,0,0,0,"92,13385484571924",,,"78,95118064609589",,,"636,0","545,0"
Inconfidentes,MG,1,1,0,0,0,"7328,0",0,0,1,0,0,0,0,0,0,0,0,"220,79694323144105","1,0917030567685588",,"170,44213973799128","8,0",,"1618,0","1249,0"
Indaiabira,MG,1,1,0,0,0,"7351,0",0,0,1,0,0,0,0,0,0,0,0,"125,42511222962862","0,4081077404434771",,"85,97469732009252","3,0",,"922,0","632,0"
Indianópolis,MG,1,1,0,0,0,"6891,0",0,0,1,0,0,0,0,0,0,0,0,"292,26527354520385",,,"179,07415469452908",,,"2014,0","1234,0"
Ingaí,MG,0,1,0,0,0,"2767,0",0,0,1,0,0,0,0,0,0,0,0,"190,45898084568125",,,"117,09432598482111",,,"527,0","324,0"
Inhapim,MG,1,1,0,0,0,"24140,0",0,0,1,0,0,0,0,0,0,0,0,"234,54846727423364","3,8111019055509527",,"197,76304888152444","92,0",,"5662,0","4774,0"
Inimutaba,MG,0,1,0,0,0,"7515,0",0,0,1,0,0,0,0,0,0,0,0,"447,63805721889554",,,"218,09713905522287",,,"3364,0","1639,0"
Ipaba,MG,1,1,0,0,0,"18607,0",0,0,1,0,0,0,0,0,0,0,0,"282,420594399957","0,26871607459558233","5,7505239963454615","163,37937335411405","5,0","107,0","5255,0","3040,0"
Ipanema,MG,1,0,0,0,0,"19861,0",0,0,0,0,0,0,0,0,0,0,0,"226,97749358038365","46,825436785660344","0,4027994562207341","226,97749358038365","930,0","8,0","4508,0","4508,0"
Ipatinga,MG,1,1,0,0,0,"263410,0",0,0,1,0,0,0,0,0,0,0,0,"597,8019057742683","0,02934209027751414",,"368,30416461030336","7,729",,"157467,0","97015,0"
Ipuiúna,MG,0,1,0,0,0,"10079,0",0,0,1,0,0,0,0,0,0,0,0,"258,4581803750372","15,775374541125112",,"186,1295763468598","159,0",,"2605,0","1876,0"
Iraí de Minas,MG,1,1,0,0,0,"6987,0",0,0,1,0,0,0,0,0,0,0,0,"445,2554744525548",,,"296,26449119793904",,,"3111,0","2070,0"
Itabira,MG,0,0,0,1,0,"120060,0",0,0,0,0,0,0,0,0,0,0,0,"132,76694985840413","0,023413293353323338","1,0161585873729801","132,76694985840413","2,811","122,0","15940,0","15940,0"
Itabirinha,MG,1,1,0,1,0,"11512,0",0,0,1,0,0,0,0,0,0,0,0,"222,55038220986796",,"0,08686587908269632","140,80958999305074",,"1,0","2562,0","1621,0"
Itabirito,MG,1,0,0,0,0,"51875,0",0,0,0,0,0,0,0,0,0,0,0,"413,1277108433735","11,836144578313252","0,5590361445783133","403,16144578313254","614,0","29,0","21431,0","20914,0"
Itacambira,MG,1,0,0,1,0,"5385,0",0,0,1,0,0,0,0,0,0,0,0,"15,598885793871865",,"0,18570102135561745","15,598885793871865",,"1,0","84,0","84,0"
Itacarambi,MG,1,1,0,0,0,"18153,0",0,0,1,0,0,0,0,0,0,0,0,"328,0449512477276","2,1484052222773093",,"192,4199856772985","39,0",,"5955,0","3493,0"
Itaguara,MG,0,0,0,0,0,"13358,0",0,0,0,0,0,0,0,0,0,0,0,"488,8456355741878","31,51669411588561","0,37430753106752507","486,5997903877826","421,0","5,0","6530,0","6500,0"
Itaipé,MG,1,0,0,1,0,"12760,0",0,0,1,0,0,0,0,0,0,0,0,"80,01567398119123",,"0,15673981191222572","80,01567398119123",,"2,0","1021,0","1021,0"
Itajubá,MG,1,1,0,0,0,"96869,0",0,0,1,0,0,0,0,0,0,0,0,"452,17768326296334","0,0485501037483612",,"253,24923350091362","4,703",,"43802,0","24532,0"
Itamarandiba,MG,1,1,0,1,0,"34735,0",0,0,1,0,0,0,0,0,0,0,0,"279,48754858212175",,"0,1727364329926587","196,05585144666762",,"6,0","9708,0","6810,0"
Itamarati de Minas,MG,1,1,0,0,0,"4355,0",0,0,1,0,0,0,0,0,0,0,0,"282,43398392652125",,,"230,08036739380023",,,"1230,0","1002,0"
Itamogi,MG,1,1,0,0,0,"10192,0",0,0,1,0,0,0,0,0,0,0,0,"335,4591836734694",,,"234,00706436420722",,,"3419,0","2385,0"
Itamonte,MG,1,1,0,0,0,"15579,0",0,0,1,0,0,0,0,0,0,0,0,"265,1646447140381",,,"136,0806213492522",,,"4131,0","2120,0"
Itanhandu,MG,1,0,0,0,0,"15331,0",0,0,0,0,0,0,0,0,0,0,0,"1,174091709607984","0,45659122040310485","0,1304546344008871","1,0436370752070967","7,0","2,0","18,0","16,0"
Itanhomi,MG,1,1,0,0,0,"12228,0",0,0,1,0,0,0,0,0,0,0,0,"234,2165521753353",,,"182,85901210336934",,,"2864,0","2236,0"
Itaobim,MG,1,1,0,1,0,"21062,0",0,0,1,0,0,0,0,0,0,0,0,"446,15895926312794","23,596999335295795",,"296,3156395404045","497,0",,"9397,0","6241,0"
Itapagipe,MG,1,1,0,0,0,"15243,0",0,0,1,0,0,0,0,0,0,0,0,"237,7484747097028","0,98405825624877",,"149,38004329856327","15,0",,"3624,0","2277,0"
Itapecerica,MG,1,1,0,0,0,"21762,0",0,0,1,0,0,0,0,0,0,0,0,"363,9371381306865","12,866464479367705",,"275,66400147045306","280,0",,"7920,0","5999,0"
Itapeva,MG,1,1,0,0,0,"9783,0",0,0,1,0,0,0,0,0,0,0,0,"353,87917816620666","5,417561075334764",,"275,06899724011043","53,0",,"3462,0","2691,0"
Itatiaiuçu,MG,1,1,0,0,0,"11146,0",0,0,1,0,0,0,0,0,0,0,0,"467,4322626951373",,,"342,6341288354567",,,"5210,0","3819,0"
Itaú de Minas,MG,1,1,0,0,0,"16108,0",0,0,1,0,0,0,0,0,0,0,0,"403,40203625527687","2,4832381425378696",,"242,23988080456914","40,0",,"6498,0","3902,0"
Itaúna,MG,0,0,0,0,0,"93214,0",0,0,0,0,0,0,0,0,0,0,0,"331,50599695324735","10,180874117621816","0,4505760937198275","329,7251485828309","949,0","42,0","30901,0","30735,0"
Itaverava,MG,0,1,0,1,0,"5419,0",0,0,1,0,0,0,0,0,0,0,0,"164,42147997785568",,,"115,88854032109245",,,"891,0","628,0"
Itinga,MG,1,0,0,1,0,"14990,0",0,0,1,0,0,0,0,0,0,0,0,"7,938625750500333",,"13,208805870580386","7,938625750500333",,"198,0","119,0","119,0"
Itueta,MG,1,1,0,0,0,"6051,0",0,0,1,0,0,0,0,0,0,0,0,"221,28573789456289","1,9831432821021318",,"86,59725665179309","12,0",,"1339,0","524,0"
Ituiutaba,MG,1,0,0,0,0,"104671,0",0,0,0,0,0,0,0,0,0,0,0,"65,36672048609452","3,124074480992825",,"64,12473368936955","327,0",,"6842,0","6712,0"
Itumirim,MG,0,1,0,0,0,"6023,0",0,0,1,0,0,0,0,0,0,0,0,"225,8010957994355",,,"90,98455918977254",,,"1360,0","548,0"
Iturama,MG,1,1,0,0,0,"39263,0",0,0,1,0,0,0,0,0,0,0,0,"487,9912385706645","0,03440898555892316",,"307,5159819677559","1,351",,"19160,0","12074,0"
Itutinga,MG,1,1,0,0,0,"3788,0",0,0,1,0,0,0,0,0,0,0,0,"420,0105596620908","3,4318901795142556","79,98944033790919","281,67898627243926","13,0","303,0","1591,0","1067,0"
Jaboticatubas,MG,1,1,0,0,0,"20143,0",0,0,1,0,0,0,0,0,0,0,0,"253,78543414585712","6,205629747306757",,"199,52340763540684","125,0",,"5112,0","4019,0"
Jacinto,MG,0,1,0,1,0,"12326,0",0,0,1,0,0,0,0,0,0,0,0,"305,3707609930229",,"2,3527502839526204","165,01703715722863",,"29,0","3764,0","2034,0"
Jacuí,MG,1,1,0,0,0,"7686,0",0,0,1,0,0,0,0,0,0,0,0,"341,0096278948738","1,0408534998698933",,"283,37236533957844","8,0",,"2621,0","2178,0"
Jaíba,MG,1,1,0,0,0,"38909,0",0,0,1,0,0,0,0,0,0,0,0,"299,7507003521036","2,9042123930196095",,"197,3322367575625","113,0",,"11663,0","7678,0"
Janaúba,MG,1,1,0,0,0,"71648,0",0,0,1,0,0,0,0,0,0,0,0,"392,2928762840554","3,5590665475658776","0,06978561857972308","274,69015185350605","255,0","5,0","28107,0","19681,0"
Januária,MG,1,1,0,0,0,"67742,0",0,0,1,0,0,0,0,0,0,0,0,"356,4701366951079","3,9561867083936106",,"225,04502376664405","268,0",,"24148,0","15245,0"
Japonvar,MG,1,1,0,0,0,"8134,0",0,0,1,0,0,0,0,0,0,0,0,"192,52520285222525",,,"119,37546102778461",,,"1566,0","971,0"
Jenipapo de Minas,MG,0,0,0,1,0,"7692,0",0,0,1,0,0,0,0,0,0,0,0,"52,262090483619346",,"0,26001040041601664","52,262090483619346",,"2,0","402,0","402,0"
Jequeri,MG,1,0,0,0,0,"12386,0",0,0,0,0,0,0,0,0,0,0,0,"244,6310350395608","0,8073631519457453",,"244,6310350395608","10,0",,"3030,0","3030,0"
Jequitaí,MG,1,1,0,0,0,"7531,0",0,0,1,0,0,0,0,0,0,0,0,"433,5413623688753",,,"293,85207807728057",,,"3265,0","2213,0"
Jequitibá,MG,1,1,0,0,0,"5211,0",0,0,1,0,0,0,0,0,0,0,0,"233,7363270005757","9,211283822682788",,"114,94914603722894","48,0",,"1218,0","599,0"
Jequitinhonha,MG,1,1,0,1,0,"25391,0",0,0,1,0,0,0,0,0,0,0,0,"363,31771099996064","18,47111181127171","2,1661218542003073","249,89169390729","469,0","55,0","9225,0","6345,0"
Joaíma,MG,1,1,0,1,0,"15432,0",0,0,1,0,0,0,0,0,0,0,0,"290,43545878693624","19,699326075686884","1,425609123898393","158,63141524105754","304,0","22,0","4482,0","2448,0"
João Monlevade,MG,1,0,0,0,0,"79910,0",0,0,0,0,0,0,0,0,0,0,0,"128,24427480916032","0,015392316355900387",,"128,24427480916032","1,23",,"10248,0","10248,0"
João Pinheiro,MG,1,1,0,0,0,"47452,0",0,0,1,0,0,0,0,0,0,0,0,"431,7626232824749","19,430161004804855",,"311,8519767343842","922,0",,"20488,0","14798,0"
Joaquim Felício,MG,1,1,0,0,0,"4695,0",0,0,1,0,0,0,0,0,0,0,0,"218,31735889243876",,,"112,03407880724174",,,"1025,0","526,0"
Jordânia,MG,0,1,0,0,0,"10812,0",0,0,1,0,0,0,0,0,0,0,0,"207,63965963743988",,,"98,31668516463189",,,"2245,0","1063,0"
José Gonçalves de Minas,MG,1,0,0,1,0,"4501,0",0,0,1,0,0,0,0,0,0,0,0,"40,43545878693624",,"0,44434570095534326","40,43545878693624",,"2,0","182,0","182,0"
Josenópolis,MG,0,0,0,1,0,"4867,0",0,0,1,0,0,0,0,0,0,0,0,"51,3663447709061",,"0,20546537908362442","51,3663447709061",,"1,0","250,0","250,0"
José Raydan,MG,1,1,0,0,0,"4995,0",0,0,1,0,0,0,0,0,0,0,0,"152,75275275275274",,,"92,49249249249249",,,"763,0","462,0"
Juatuba,MG,1,1,0,0,0,"26946,0",0,0,1,0,0,0,0,0,0,0,0,"777,7035552586656","7,6078082090106145","0,07422251911229867","471,35010762265273","205,0","2,0","20956,0","12701,0"
Juiz de Fora,MG,0,0,0,1,0,"568873,0",0,0,0,0,0,0,0,0,0,0,0,"283,64503149209054","0,012389408532308617","0,03339937033397612","264,02905393646734","7,048","19,0","161358,0","150199,0"
Juramento,MG,1,1,0,0,0,"4331,0",0,0,1,0,0,0,0,0,0,0,0,"386,51581620872776","9,928422996998384",,"239,6675132763796","43,0",,"1674,0","1038,0"
Juruaia,MG,0,1,0,0,0,"10563,0",0,0,1,0,0,0,0,0,0,0,0,"320,1741929376124",,,"279,08738047903057",,,"3382,0","2948,0"
Juvenília,MG,0,1,0,0,0,"5724,0",0,0,1,0,0,0,0,0,0,0,0,"389,58770090845564","3,843466107617051",,"225,7162823200559","22,0",,"2230,0","1292,0"
Ladainha,MG,1,0,0,1,0,"18111,0",0,0,1,0,0,0,0,0,0,0,0,"59,63226768262382",,"0,1656451880072884","57,0371597371763",,"3,0","1080,0","1033,0"
Lagamar,MG,1,1,0,0,0,"7613,0",0,0,1,0,0,0,0,0,0,0,0,"287,66583475633786","7,355838696965717",,"181,662944962564","56,0",,"2190,0","1383,0"
Lagoa da Prata,MG,1,0,0,0,0,"52165,0",0,0,0,0,0,0,0,0,0,0,0,"386,79191028467363",,,"289,58113677753283",,,"20177,0","15106,0"
Lagoa dos Patos,MG,1,1,0,0,0,"4102,0",0,0,1,0,0,0,0,0,0,0,0,"447,8303266699171","15,114578254509995",,"254,50999512432958","62,0",,"1837,0","1044,0"
Lagoa Dourada,MG,1,1,0,0,0,"13009,0",0,0,1,0,0,0,0,0,0,0,0,"323,23775847490197","2,69044507648551",,"214,62064724421555","35,0",,"4205,0","2792,0"
Lagoa Formosa,MG,1,0,0,0,0,"18052,0",0,0,0,0,0,0,0,0,0,0,0,"151,17438510968316","16,7848437846222",,"148,3492133835586","303,0",,"2729,0","2678,0"
Lagoa Grande,MG,1,1,0,0,0,"9532,0",0,0,1,0,0,0,0,0,0,0,0,"432,01846412085604","2,0981955518254303",,"336,4456567352077","20,0",,"4118,0","3207,0"
Lagoa Santa,MG,1,1,0,0,0,"64527,0",0,0,1,0,0,0,0,0,0,0,0,"722,7052241697273","11,91749190261441",,"379,08162474623026","769,0",,"46634,0","24461,0"
Lambari,MG,1,0,0,0,0,"20814,0",0,0,0,0,0,0,0,0,0,0,0,"90,90035552993179","16,287114442202363",,"88,06572499279332","339,0",,"1892,0","1833,0"
Laranjal,MG,1,1,0,0,0,"6810,0",0,0,1,0,0,0,0,0,0,0,0,"188,39941262848754","0,2936857562408223","0,14684287812041116","92,36417033773863","2,0","1,0","1283,0","629,0"
Lavras,MG,0,1,0,1,0,"103773,0",0,0,1,0,0,0,0,0,0,0,0,"547,8978154240506","0,013587349310514295","1,6189182157208521","369,04589825869925","1,41","168,0","56857,0","38297,0"
Leandro Ferreira,MG,1,1,0,0,0,"3229,0",0,0,1,0,0,0,0,0,0,0,0,"440,38401982037783","7,432641684732115",,"330,1331681635181","24,0",,"1422,0","1066,0"
Leme do Prado,MG,1,0,0,1,0,"4918,0",0,0,1,0,0,0,0,0,0,0,0,"21,35014233428223",,"1,2200081333875559","20,943472956486378",,"6,0","105,0","103,0"
Leopoldina,MG,1,1,0,0,0,"52587,0",0,0,1,0,0,0,0,0,0,0,0,"370,3576929659422",,"1,178998611824215","207,42769125449257",,"62,0","19476,0","10908,0"
Liberdade,MG,1,1,0,0,0,"5069,0",0,0,1,0,0,0,0,0,0,0,0,"320,37877293351744",,,"168,2777668179128",,,"1624,0","853,0"
Limeira do Oeste,MG,1,1,0,0,0,"7536,0",0,0,1,0,0,0,0,0,0,0,0,"446,9214437367304","29,591295116772823",,"291,79936305732485","223,0",,"3368,0","2199,0"
Lontra,MG,1,1,0,0,0,"9496,0",0,0,1,0,0,0,0,0,0,0,0,"388,58466722830667","3,475147430497051",,"265,69081718618366","33,0",,"3690,0","2523,0"
Luislândia,MG,0,1,0,0,0,"6699,0",0,0,1,0,0,0,0,0,0,0,0,"269,59247648902823",,,"180,17614569338707",,,"1806,0","1207,0"
Luz,MG,1,1,0,0,0,"18215,0",0,0,1,0,0,0,0,0,0,0,0,"404,11748558880043","0,2744990392533626",,"269,9423552017568","5,0",,"7361,0","4917,0"
Machacalis,MG,1,1,0,0,0,"7111,0",0,0,1,0,0,0,0,0,0,0,0,"304,31725495710873",,,"189,42483476304318",,,"2164,0","1347,0"
Machado,MG,1,0,0,0,0,"42133,0",0,0,0,0,0,0,0,0,0,0,0,"66,00526902902713","16,139368191204042","0,02373436498706477","66,00526902902713","680,0","1,0","2781,0","2781,0"
Madre de Deus de Minas,MG,1,1,0,0,0,"5098,0",0,0,1,0,0,0,0,0,0,0,0,"284,81757551981167","24,71557473519027",,"182,03216947822676","126,0",,"1452,0","928,0"
Malacacheta,MG,0,1,0,1,0,"18650,0",0,0,1,0,0,0,0,0,0,0,0,"259,6782841823057","7,024128686327078","0,053619302949061656","188,63270777479892","131,0","1,0","4843,0","3518,0"
Manga,MG,1,1,0,0,0,"18407,0",0,0,1,0,0,0,0,0,0,0,0,"326,99516488292494","1,3581789536589342",,"220,83989786494269","25,0",,"6019,0","4065,0"
Manhuaçu,MG,0,0,0,0,0,"90229,0",0,0,0,0,0,0,0,0,0,0,0,"35,74238881069279","0,5319797404382184","0,04433164503651819","35,24365780403196","48,0","4,0","3225,0","3180,0"
Manhumirim,MG,0,0,0,0,0,"22707,0",0,0,0,0,0,0,0,0,0,0,0,"155,59078698198795","9,336328004580086","0,1321178491214163","155,59078698198795","212,0","3,0","3533,0","3533,0"
Mantena,MG,1,0,0,0,0,"27644,0",0,0,0,0,0,0,0,0,0,0,0,"115,68513963246997","35,342208074084795",,"115,68513963246997","977,0",,"3198,0","3198,0"
Maravilhas,MG,1,1,0,0,0,"7976,0",0,0,1,0,0,0,0,0,0,0,0,"291,87562688064196","1,3791374122367102",,"199,22266800401204","11,0",,"2328,0","1589,0"
Mar de Espanha,MG,1,1,0,0,0,"12814,0",0,0,1,0,0,0,0,0,0,0,0,"404,7135945060091","31,84017480880287",,"307,7883564850944","408,0",,"5186,0","3944,0"
Maria da Fé,MG,1,1,0,0,0,"14095,0",0,0,1,0,0,0,0,0,0,0,0,"139,9787158566868",,,"74,99113160695282",,,"1973,0","1057,0"
Mariana,MG,1,0,0,0,0,"60724,0",0,0,0,0,0,0,0,0,0,0,0,"263,1908306435676","4,973321915552336","0,16285159080429482","170,57506093142743","302,0","9,889","15982,0","10358,0"
Marilac,MG,1,1,0,0,0,"4115,0",0,0,1,0,0,0,0,0,0,0,0,"282,13851761846905","41,31227217496963",,"154,55650060753342","170,0",,"1161,0","636,0"
Mário Campos,MG,1,1,0,0,0,"15416,0",0,0,1,0,0,0,0,0,0,0,0,"450,6357031655423",,,"266,9953295277633",,,"6947,0","4116,0"
Maripá de Minas,MG,1,1,0,0,0,"2973,0",0,0,1,0,0,0,0,0,0,0,0,"315,506222670703",,,"156,7440295997309",,,"938,0","466,0"
Martinho Campos,MG,1,1,0,0,0,"13388,0",0,0,1,0,0,0,0,0,0,0,0,"564,8341798625635","27,636689572751717","0,07469375560203166","397,74424858081863","370,0","1,0","7562,0","5325,0"
Martins Soares,MG,0,1,0,0,0,"8417,0",0,0,1,0,0,0,0,0,0,0,0,"150,40988475703932",,,"116,66864678626588",,,"1266,0","982,0"
Mata Verde,MG,1,1,0,0,0,"8586,0",0,0,1,0,0,0,0,0,0,0,0,"586,4197530864199","50,19799673887724",,"382,8325180526438","431,0",,"5035,0","3287,0"
Materlândia,MG,1,1,0,0,0,"4459,0",0,0,1,0,0,0,0,0,0,0,0,"168,6476788517605",,,"95,98564700605516",,,"752,0","428,0"
Mateus Leme,MG,1,1,0,0,0,"31086,0",0,0,1,0,0,0,0,0,0,0,0,"759,8919127581548","9,489802483433056",,"466,06189281348514","295,0",,"23622,0","14488,0"
Mathias Lobato,MG,0,1,0,0,0,"3203,0",0,0,1,0,0,0,0,0,0,0,0,"507,02466437714645",,,"382,14174211676556",,,"1624,0","1224,0"
Matias Barbosa,MG,1,1,0,0,0,"14468,0",0,0,1,0,0,0,0,0,0,0,0,"392,175836328449",,,"276,1957423278961",,,"5674,0","3996,0"
Matias Cardoso,MG,1,1,0,0,0,"11157,0",0,0,1,0,0,0,0,0,0,0,0,"357,0852379671955",,,"231,5138478085507",,,"3984,0","2583,0"
Matipó,MG,1,1,0,0,0,"18908,0",0,0,1,0,0,0,0,0,0,0,0,"296,69980960440023","10,577533319229955",,"227,1525280304633","200,0",,"5610,0","4295,0"
Mato Verde,MG,1,1,0,0,0,"12459,0",0,0,1,0,0,0,0,0,0,0,0,"497,15065414559757",,,"352,7570431013725",,,"6194,0","4395,0"
Matozinhos,MG,1,1,0,0,0,"37820,0",0,0,1,0,0,0,0,0,0,0,0,"1000,7403490216817","14,93918561607615",,"570,3331570597568","565,0",,"37848,0","21570,0"
Matutina,MG,1,1,0,0,0,"3749,0",0,0,1,0,0,0,0,0,0,0,0,"353,69431848492934","14,13710322752734",,"224,32648706321686","53,0",,"1326,0","841,0"
Medeiros,MG,1,1,0,0,0,"3802,0",0,0,1,0,0,0,0,0,0,0,0,"288,79537085744346",,,"221,72540768016833",,,"1098,0","843,0"
Medina,MG,1,1,0,1,0,"20820,0",0,0,1,0,0,0,0,0,0,0,0,"275,79250720461096",,"0,09606147934678194","181,940441882805",,"2,0","5742,0","3788,0"
Mendes Pimentel,MG,0,0,0,1,0,"6446,0",0,0,1,0,0,0,0,0,0,0,0,"47,31616506360534",,"0,15513496742165683","46,385355259075396",,"1,0","305,0","299,0"
Mercês,MG,1,1,0,0,0,"10739,0",0,0,1,0,0,0,0,0,0,0,0,"249,93016109507403",,"0,1862370798025887","125,71002886674736",,"2,0","2684,0","1350,0"
Minas Novas,MG,1,1,0,1,0,"31484,0",0,0,1,0,0,0,0,0,0,0,0,"128,50971922246222",,"0,19057298945496126","106,91144708423326",,"6,0","4046,0","3366,0"
Minduri,MG,1,1,0,0,0,"3894,0",0,0,1,0,0,0,0,0,0,0,0,"305,5983564458141","0,5136106831022086",,"164,09861325115563","2,0",,"1190,0","639,0"
Mirabela,MG,0,1,0,0,0,"13589,0",0,0,1,0,0,0,0,0,0,0,0,"393,40643167267643","4,562513797924792",,"240,12068584884832","62,0",,"5346,0","3263,0"
Miradouro,MG,0,1,0,0,0,"10754,0",0,0,1,0,0,0,0,0,0,0,0,"160,7773851590106",,,"105,1701692393528",,,"1729,0","1131,0"
Miraí,MG,1,1,0,0,0,"15014,0",0,0,1,0,0,0,0,0,0,0,0,"219,39523111762355",,,"126,54855468229653",,,"3294,0","1900,0"
Miravânia,MG,0,1,0,0,0,"4888,0",0,0,1,0,0,0,0,0,0,0,0,"160,18821603927987",,,"82,03764320785598",,,"783,0","401,0"
Moeda,MG,0,1,0,0,0,"4919,0",0,0,1,0,0,0,0,0,0,0,0,"300,87416141492173",,,"232,97418174425695",,,"1480,0","1146,0"
Moema,MG,1,0,0,0,0,"7517,0",0,0,0,0,0,0,0,0,0,0,0,"332,57948649727285","0,5321271783956365","0,26606358919781825","332,57948649727285","4,0","2,0","2500,0","2500,0"
Monjolos,MG,1,1,0,0,0,"2220,0",0,0,1,0,0,0,0,0,0,0,0,"193,6936936936937",,,"86,93693693693693",,,"430,0","193,0"
Monsenhor Paulo,MG,1,1,0,0,0,"8688,0",0,0,1,0,0,0,0,0,0,0,0,"315,0322283609576",,,"205,8011049723757",,,"2737,0","1788,0"
Montalvânia,MG,1,1,0,0,0,"14877,0",0,0,1,0,0,0,0,0,0,0,0,"301,67372454123813","1,7476641796061034",,"194,99899173220408","26,0",,"4488,0","2901,0"
Monte Azul,MG,0,1,0,0,0,"20854,0",0,0,1,0,0,0,0,0,0,0,0,"339,5511652440779","1,4385729356478374",,"164,38093411335956","30,0",,"7081,0","3428,0"
Monte Belo,MG,0,1,0,0,0,"13166,0",0,0,1,0,0,0,0,0,0,0,0,"218,13762722163148",,,"122,66443870575726",,,"2872,0","1615,0"
Monte Carmelo,MG,1,0,0,0,0,"47809,0",0,0,0,0,0,0,0,0,0,0,0,"0,7739128615950971","16,54500198707356",,"0,7739128615950971","791,0",,"37,0","37,0"
Monte Formoso,MG,1,0,0,1,0,"4906,0",0,0,1,0,0,0,0,0,0,0,0,"23,236852833265388",,"5,095801059926621","23,236852833265388",,"25,0","114,0","114,0"
Monte Santo de Minas,MG,1,1,0,0,0,"21524,0",0,0,1,0,0,0,0,0,0,0,0,"349,4703586693923","4,878275413491916",,"233,5997026574986","105,0",,"7522,0","5028,0"
